name,position,age,gamesPlayed,averagePoints,totalPoints,last3Avg,last5Avg,adp,rosteredPercentage,projectedScoresAvg,byeRounds,K,H,M,T,FF,FA,G,B,HO,aboveAvgGames20,belowAvgGames20,consistencyRating,nextFiveVenuesAvg,favouriteVenue,nextFiveOpponentsAvg,favouriteOpponent,favouriteOpponentRound,startPercentage,highScore,lowScore,lastRound,roundRank,seasonRank,
Harvey Langford,MID,19,22,62.7,1380,67.3,63,207,25.34,65.13,0&16,9.9,8.9,3.38,1.29,0.52,0.62,0.67,0.24,0,3,4,72,68.23,OS,61.7,NM,19,0,95,16,0,0,0
Patrick Lipinski,MID/FWD,27,21,66.9,1405,54.7,56,224,24.14,65.09,2&14,9.35,8.8,3.75,2.9,0.65,0.6,0.4,0.5,0,2,2,69,68.22,ES,73.64,STK,-,0,125,24,0,0,0
Paul Curtis,FWD,22,19,71,1349,76.7,68.2,188,33.49,65,0&12,8.33,4.06,4.17,4.72,1.61,1.56,2.11,0.83,0,2,3,73,57.47,BP,51.98,RIC,6&15,0,110,43,0,0,0
Josh Treacy,FWD,23,23,62.7,1443,73.7,66.8,205,21.6,64.96,0&14,7.91,3.95,5.14,1.86,0.95,0.91,1.91,0.82,0.59,4,5,66,53.12,BP,57.7,RIC,3,0,107,28,0,0,0
Isaac Cumming,MID,27,22,61.4,1351,79.7,72,337,8.05,64.87,0&12,10.62,5,4.43,2.14,0.48,0.67,0.33,0.14,0,4,4,67,74.16,GMHBA,79.1,FRE,4&23,0,97,28,0,0,0
Harry Perryman,DEF,27,23,63,1448,64,62,277,10.28,64.74,2&14,10.55,5.59,4.18,2.73,0.77,0.86,0.18,0.27,0,2,3,76,71.41,UTAS,75.19,GWS,3,0,95,33,0,0,0
Bayley Fritsch,FWD,29,22,63.4,1395,69,74.8,256,10.33,64.61,0&16,7.86,5.29,4.9,1.95,1.05,0.95,1.71,1.29,0,4,4,69,60.75,NS,65.52,CAR,3,0,92,21,0,0,0
Brent Daniels,FWD,26,6,47.7,286,37,39.6,183,28.35,64.39,4&13,5.5,7,1.83,2.67,0.67,0.33,0.17,0.33,0,1,2,52,67.25,ES,64.06,FRE,17,0,88,7,0,0,0
Ryan Angwin,MID,23,9,68.3,615,66.3,65.4,278,6.96,64.39,4&13,9.13,9.38,3.88,4.5,1.5,0.38,0.13,0,0,2,1,50,50.5,OS,42.23,WCE,10&23,0,90,39,0,0,0
Darcy Wilson,MID/FWD,20,18,63.7,1146,77.7,63.4,197,28.71,64.3,4&16,9.53,6.94,3.71,2.41,0.53,0.65,0.88,0.29,0,3,4,66,77.54,ES,69.57,NM,20,0,106,22,0,0,0
Lachie Schultz,FWD,28,14,76.6,1073,79.3,81,178,37.69,64.13,2&14,8.46,7,5.15,5.77,1.69,1.23,0.92,1.08,0,3,1,70,61.79,NOR,63.03,GWS,3,0,107,33,0,0,0
Jaxon Prior,DEF,24,22,62.7,1379,66.3,65.8,358,5.5,64.04,0&15,11.67,4.95,5.1,1.62,0.71,0.57,0,0,0,3,2,64,50.56,MCG,51.62,SYD,23,0,115,14,0,0,0
Angus Clarke,DEF/MID,19,13,61.4,798,88.3,69,304,9.76,64.04,0&15,10.33,5.5,5.42,1.67,0.67,0.67,0.42,0.42,0,3,3,60,64.97,OS,42,STK,17,0,101,30,0,0,0
Alex Neal-Bullen,FWD,30,23,69.4,1596,49.7,69.6,228,23.36,64,0&12,9.5,7.64,3,4.23,0.91,1.05,0.77,0.45,0,4,5,63,70.53,CGOM,70.81,GC,18,0,135,33,0,0,0
Dylan Stephens,MID,25,22,63.9,1406,70.3,68.8,349,6.13,64,0&12,9.81,8.52,4.9,1.24,0.52,0.57,0.29,0.29,0,4,4,72,62.25,BP,59.33,COL,18,0,110,15,0,0,0
Dante Visentini,RUC,23,8,53.9,431,34,42.8,257,11.16,63.96,0&12,3.38,5.25,1.63,2.75,1.25,2.25,0.13,0.63,21.5,1,1,51,45.97,CGOM,9,GEE,7,0,91,0,0,0,0
Jack Bowes,MID,28,18,58.8,1058,50,62.4,353,5.61,63.91,2&16,9.12,5.82,2.76,3.12,0.82,1.18,0.82,0.24,0,3,3,60,68.25,NS,67.45,RIC,24,0,101,8,0,0,0
Sam Clohesy,MID,23,14,62.1,870,56,58.4,359,5.82,63.91,3&12,8.93,6.36,3.64,2.43,0.64,0.29,0.29,0.5,0,2,2,65,71.41,MCG,63.63,HAW,7&15,0,99,28,0,0,0
Tom Cole,DEF,28,18,66.4,1196,81,78.2,360,5.82,63.87,0&15,9.18,8.18,5.29,3.12,0.65,1,0.06,0.12,0,2,3,69,58.56,NS,60.93,GC,1,0,97,22,0,0,0
Connor Macdonald,FWD,23,21,68,1429,70.7,69.4,103,55.3,63.83,3&14,9.3,6.15,4.25,3.3,0.75,0.45,0.85,0.8,0,4,4,68,70.87,GMHBA,68.55,WCE,24,0,116,20,0,0,0
Mason Wood,MID/FWD,32,21,68.7,1443,56,62.2,229,24.25,63.74,4&16,10.35,5.05,6.2,1.7,0.75,0.95,1.1,1.05,0.05,4,2,67,69.95,UTAS,66.49,NM,20,0,121,26,0,0,0
Jeremy Howe,DEF,35,18,51.9,934,13.7,29.2,283,4.41,63.7,2&14,10.76,2.47,4.35,1.35,0.65,0.47,0,0,0,6,4,46,71.61,ES,76.22,WB,12,0,111,0,0,0,0
Jack Scrimshaw,DEF,27,13,53.8,699,57,54.6,361,6.02,63.57,3&14,8.17,6.25,4.58,2.25,0.5,0.67,0,0,0,3,3,64,66.18,NS,67.78,STK,12,0,88,13,0,0,0
Bailey Humphrey,MID/FWD,21,20,68.7,1373,79.3,66.2,162,39.04,63.57,3&12,8,7.75,2.75,4.4,0.7,1.5,1.05,0.8,0,5,3,67,54.8,ES,60.85,WB,19,0,114,30,0,0,0
Mitchell Edwards,RUC,20,0,0,0,0,0,362,4.36,63.57,2&16,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,-,0,0,0,0,0,0
Joe Pike,RUC,20,0,0,0,0,0,363,3.74,63.57,2&16,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,-,0,0,0,0,0,0
Max Hall,FWD,23,23,66.1,1521,77,74,187,31.46,63.43,4&16,8.18,7.77,3.27,3.14,0.77,0.36,1.05,0.73,0,3,5,65,70.12,ES,58,HAW,12,0,124,26,0,0,0
Patrick Dangerfield,FWD,35,20,63.5,1269,77.7,73,210,23.1,63.17,2&16,7.95,7.32,3.37,2.53,1.42,1.05,1.42,1.16,0.16,5,3,62,94.44,MRVL,99.29,WB,6,0,106,15,0,0,0
Rhylee West,FWD,25,23,65.6,1509,74.7,72.4,266,12.62,63.13,3&16,7.77,6.45,3.18,3.73,0.91,1.5,1.77,0.86,0,5,5,68,63.7,NOR,62.63,GC,19,0,109,26,0,0,0
Oskar Baker,DEF/MID,27,9,58,522,69.7,62.8,338,5.76,63.13,3&16,10,7.25,4.75,1.75,0.5,0.63,0.13,0.13,0,2,1,65,53.7,TIO,64.53,ADE,2&14,0,84,11,0,0,0
Zac Fisher,FWD,27,7,42.3,296,46,40.6,333,5.71,62.96,0&12,6.14,6.57,0.71,1.57,1,0.29,0.29,0.43,0,2,1,54,69.44,TIO,63.66,WB,22,0,66,22,0,0,0
Alex Davies,MID,23,5,63.2,316,50.7,63.2,364,5.04,62.96,3&12,8.75,13.25,1.25,7.75,1,3.25,0,0.25,0,1,1,64,52.04,NS,51.67,NM,11,0,111,21,0,0,0
Saad El-Hawli,MID,24,8,46.3,370,56.7,56.2,365,3.63,62.91,0&15,8.57,4.71,3.71,1.57,0.71,0.43,0.14,0,0,3,2,36,61.2,AO,44.67,SYD,23,0,82,-1,0,0,0
Ryan Byrnes,DEF,24,17,67.1,1140,49.7,53.2,279,5.97,62.78,4&16,10.12,6.71,5.29,1.65,0.53,0.29,0.18,0.12,0,1,2,78,68.43,CGOM,64.52,GWS,2&14,0,99,43,0,0,0
Matthew Cottrell,MID/FWD,26,6,66.2,397,69.3,67.8,335,5.4,62.73,2&14,11.67,4.83,3.83,1.83,0.33,0.17,0.33,0.83,0,0,0,64,61.99,AO,56.87,STK,8&22,0,82,51,0,0,0
Jaeger O'Meara,MID,32,13,63.2,822,53,58,334,8.2,62.61,0&14,8.58,10.92,3,3.75,0.75,1.67,0.17,0.17,0,2,3,73,71.17,TP,85.11,BL,12,0,99,38,0,0,0
Zac Williams,FWD,31,19,61.3,1165,64,65.6,237,20.35,62.61,2&14,10,5.61,3.06,1.94,0.33,0.56,1.22,0.56,0,3,2,68,72.83,NS,74.65,SYD,-,0,99,20,0,0,0
James Jordon,MID,25,23,56.9,1309,50.3,47.8,355,5.3,62.57,3&15,7.09,8.09,2.09,3.86,0.91,1.23,0.45,0.36,0,2,2,73,62.14,TP,60.23,STK,13&21,0,90,34,0,0,0
Sam Flanders,FWD,24,20,68.2,1364,45.3,60.4,39,72.85,62.52,4&16,8.53,11.26,3.68,2.42,0.74,0.53,0.58,0.32,0,4,3,68,86.51,NS,74.3,GWS,2&14,0,107,22,0,0,0
Josh Battle,DEF,27,23,70.3,1617,69.7,71.4,251,16.98,62.43,3&14,12.09,7.27,5.73,1.91,0.68,1.09,0,0.09,0.36,4,2,71,67.7,NOR,59.1,STK,12,0,120,40,0,0,0
Jayden Laverde,DEF,29,13,67.2,874,70.7,65.8,367,6.28,62.22,4&13,10.08,5.69,6.92,1.92,0.62,1.15,0,0,0,2,1,72,61.89,G,61.39,BL,11,0,94,35,0,0,0
Cooper Sharman,FWD,25,21,63.6,1336,90.7,68.4,339,9.09,62.17,4&16,8.25,3.85,5.7,1.75,0.8,0.65,1.7,1.1,0.1,4,5,65,57.49,NS,44.56,ESS,17,0,106,29,0,0,0
Tyson Stengle,FWD,27,21,61.7,1295,68,65.2,340,6.54,61.96,2&16,8.15,4.75,3,3.25,0.6,0.85,1.55,1.45,0,3,4,69,60.5,CGOM,63.56,GWS,18,0,90,34,0,0,0
Max Michalanney,DEF,22,19,54.8,1041,63,59.6,286,5.24,61.78,0&12,8.74,4.32,4.21,1.74,0.74,0.58,0.21,0.11,0,2,3,60,60.12,G,65.19,WB,2&14,0,116,25,0,0,0
Bailey Scott,MID,25,12,44.7,536,44.3,43.8,368,3.48,61.74,0&12,6.64,4.82,4,1.64,0.18,0.45,0.27,0.18,0,2,3,50,75.06,NOR,63.32,COL,18,0,81,14,0,0,0
Billy Dowling,MID/FWD,21,1,53,53,53,53,341,4.57,61.74,0&12,0,0,0,0,0,0,0,0,0,0,0,77,65.5,SCG,46,RIC,9&22,0,53,53,0,0,0
Harry Barnett,RUC,22,0,0,0,0,0,369,3.32,61.61,0&15,0,0,0,0,0,0,0,0,0,0,0,0,19,OS,0,GWS,10&23,0,0,0,0,0,0
Cameron Zurhaar,FWD,27,22,57.6,1268,45,50.6,342,6.23,61.52,0&12,7.64,2.91,3.86,2.14,0.86,1.18,1.73,1.09,0,2,3,70,59.7,TIO,61,WB,22,0,102,8,0,0,0
Mitchell Hinge,DEF,27,22,67.1,1477,61.3,58.6,273,11.06,61.48,0&12,12.1,4.95,4.43,3,1.1,0.86,0.05,0.05,0,5,5,62,74.11,MCG,68.82,GWS,24,0,113,6,0,0,0
Cooper Duff-Tytler,RUC/FWD,18,0,0,0,0,0,216,18.38,61.3,0&15,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,-,0,0,0,0,0,0
Hugh Boxshall,MID,19,11,54.9,604,69,66.2,282,4.52,61.3,4&16,6,7.9,3.5,4.3,0.8,1.1,0.2,0.2,0,0,1,70,58.83,ES,55.75,FRE,11,0,74,30,0,0,0
Cody Weightman,FWD,25,0,0,0,0,0,343,4.36,61.27,3&16,0,0,0,0,0,0,0,0,0,0,0,58,51.62,ES,40.73,COL,12,0,0,0,0,0,0
Noah Answerth,DEF,26,17,57.9,985,42.3,48.2,370,3.84,61.26,2&15,9.24,4.06,5,2.29,0.53,1,0.06,0.06,0,1,1,65,53.56,ES,51.33,WCE,19,0,89,30,0,0,0
Mani Liddy,MID,24,9,58.7,528,67,55.4,284,3.27,61.26,0&12,10,5.88,4.63,2.5,0.88,0.5,0.13,0.25,0,0,1,68,64.75,MRVL,74,SYD,14&22,0,74,16,0,0,0
Isaac Quaynor,DEF,26,23,60,1381,58,63.2,287,6.18,61.22,2&14,8.91,5.64,5.14,2.68,0.68,0.68,0,0,0,4,4,67,61.66,PFS,59.59,NM,18,0,100,36,0,0,0
Kai Lohmann,FWD,22,14,46.3,648,63.7,66.6,344,7.17,61.04,2&15,6.31,3.31,3,2.85,0.62,0.92,0.92,0.54,0,3,5,52,40.78,GMHBA,53.96,RIC,14,0,84,4,0,0,0
Ewan Mackinlay,MID,22,1,75,75,75,75,371,5.24,60.91,0&12,0,0,0,0,0,0,0,0,0,0,0,0,75,AO,0,GC,10,0,75,75,0,0,0
Taylor Adams,FWD,32,4,35.8,143,37,35.8,314,3.37,60.83,3&15,3.75,5.5,1.5,2.75,0.25,1.25,0.25,0,0,1,0,61,85.54,ES,85.77,WCE,4,0,60,19,0,0,0
Corey Wagner,MID,28,17,64.2,1092,38.7,61.6,372,4.41,60.83,0&14,10.06,5.44,2.81,4.69,0.69,0.63,0.19,0.06,0,3,5,63,65.57,GMHBA,62.67,GEE,1&15,0,107,14,0,0,0
Jacob Weitering,DEF,28,23,61.5,1414,50.7,46.6,373,6.23,60.78,2&14,11.23,3.14,7.36,1,1.18,1,0,0,0.05,4,4,66,61.98,SCG,62.55,FRE,7&24,0,102,32,0,0,0
Kade Chandler,FWD,26,23,68.7,1579,57.7,65,274,12.1,60.78,0&16,8.5,6.77,3.95,4,0.68,0.36,0.82,0.36,0,3,2,72,60.81,NS,57.22,NM,19,0,124,42,0,0,0
Callum Ah Chee,FWD,28,22,62.5,1375,73.3,64.2,345,10.02,60.74,0&12,9.05,4.57,5.48,1.81,0.52,0.95,1.1,1.29,0,6,4,61,54.28,NOR,58.08,WB,2&14,0,112,25,0,0,0
Riley Garcia,MID/FWD,25,8,53.5,428,43.3,52.6,346,3.17,60.73,3&16,7.43,8.71,1.57,4.29,1.14,1.29,0.29,0.57,0,0,1,70,61.84,AO,51.53,RIC,20,0,72,31,0,0,0
Tom Lynch,FWD,33,16,52.5,840,66.7,50.4,374,4.36,60.7,0&13,7.87,2.8,4.47,1.27,1.13,1.6,1.73,1.47,0.13,3,2,53,59.51,NS,63.96,COL,16,0,89,3,0,0,0
Sam Davidson,MID,24,19,66.1,1256,57.3,52.2,347,6.7,60.65,3&16,10.11,6.28,4.5,2.89,0.22,1.06,0.72,0.44,0,4,3,63,60.47,GMHBA,49.3,CAR,10&23,0,125,31,0,0,0
Mitch McGovern,DEF,31,17,62.6,1064,44.3,62.2,375,4.57,60.61,2&14,11.24,3.12,4.47,1.53,1,0.65,0.65,0.18,0,3,2,64,66.71,SCG,65.69,HAW,18,0,100,19,0,0,0
Zach Reid,DEF,23,10,75.4,754,89,86.2,235,21.24,60.61,0&15,11,4.4,7.7,2.5,0.6,0.1,0,0,0.2,1,2,51,61.97,MRVL,67.1,SYD,23,0,118,36,0,0,0
Toby Bedford,MID/FWD,25,22,56.2,1236,63.3,58.2,377,4.41,60.59,4&13,5.62,5.81,2.19,5.29,0.95,0.95,0.71,0.29,0,1,2,73,62.8,NS,59.19,RIC,5,0,96,34,0,0,0
Lincoln McCarthy,FWD,32,0,0,0,0,0,378,9.81,60.48,2&15,0,0,0,0,0,0,0,0,0,0,0,65,54.25,NOR,54.73,PA,20,0,0,0,0,0,0
Edward Allan,MID,21,13,48.4,629,34.7,49,288,3.89,60.48,2&14,5.38,7.77,2.54,2.23,0.31,0.31,0.08,0.31,0,3,3,44,44.43,MRVL,41.47,NM,18,0,94,9,0,0,0
Jamarra Ugle-Hagan,FWD,23,0,0,0,0,0,211,21.29,60.39,3&12,0,0,0,0,0,0,0,0,0,0,0,67,50.57,TIO,59.43,COL,17,0,0,0,0,0,0
Ryan Lester,DEF,33,22,57.3,1261,63,61.6,376,3.53,60.3,2&15,9,4.33,5.52,2.1,0.57,0.48,0.05,0,0,5,4,53,61.66,NS,62.85,HAW,22,0,98,0,0,0,0
Luke Nankervis,MID,22,7,45.1,316,41,46,379,3.69,60.3,0&12,6.14,6.43,2.71,1.86,0.43,0.86,0,0.43,0,1,1,64,60.28,SCG,55.6,RIC,9&22,0,72,14,0,0,0
Harry Rowston,MID,21,10,51.9,519,66.7,47.2,252,17.08,60.3,4&13,9.11,3.56,3.33,3,0.33,0.89,0.56,0.22,0,4,3,38,43.63,PFS,42.67,GC,8&22,0,91,12,0,0,0
Xavier Lindsay,MID,19,18,52.4,944,28.3,40.2,272,11.01,60.3,0&16,7.72,5.83,3.17,1.83,0.94,0.39,0.11,0.33,0,5,5,50,46.14,G,43.6,RIC,7&18,0,98,12,0,0,0
Taylor Walker,FWD,35,21,61.5,1292,59,58,380,6.23,60.26,0&12,8.95,3.85,4.9,1.15,0.55,1.05,1.85,1.1,1.15,3,2,72,66.34,G,63.32,WCE,17,0,85,26,0,0,0
Clay Hall,MID,20,13,55,715,50.7,52.2,381,3.01,60.26,0&15,6.92,10.67,2.42,3.08,0.42,1.25,0.17,0.25,0,1,2,64,52.81,AO,47,COL,11&22,0,79,29,0,0,0
Jack Lukosius,FWD,25,7,47.3,331,56,57,291,4.98,60.22,0&12,6.71,2.29,4.29,1.29,0.43,1.14,1.14,0.71,0,2,1,60,55.44,NOR,63.14,HAW,6,0,84,0,0,0,0
Logan McDonald,FWD,23,0,0,0,0,0,382,3.95,60.22,3&15,0,0,0,0,0,0,0,0,0,0,0,72,56.81,OS,60,WCE,4,0,0,0,0,0,0
Darcy Jones,FWD,21,22,62.1,1366,70.3,57,383,3.01,60.18,4&13,7.81,7.38,2.19,3.62,0.76,0.24,0.86,0.62,0,2,4,65,54.43,OS,54.7,WCE,10&23,0,123,30,0,0,0
Jack Hutchinson,MID,24,16,58.5,936,64.3,65.8,384,2.91,60.17,0&15,7.69,5.63,4.13,3.06,0.81,0.69,0.06,0.44,0,3,1,66,51.56,GMHBA,66.75,PA,3&13,0,92,32,0,0,0
Max King,FWD,25,0,0,0,0,0,385,3.69,60.09,4&16,0,0,0,0,0,0,0,0,0,0,0,50,59.13,ES,47.07,HAW,12,0,0,0,0,0,0
Peter Wright,FWD,29,18,75.4,1357,64,66,217,25.49,60.04,0&15,8,4.59,5,2.53,1.47,0.76,1.65,1.12,11.35,3,2,67,69.46,OS,63.62,BL,8&18,0,119,45,0,0,0
Callum Coleman-Jones,RUC,26,1,3,3,3,3,290,3.27,60.04,0&12,0,0,0,1,0,1,0,0,2,0,0,46,55.49,OS,53.5,RIC,6&15,0,3,3,0,0,0
Ben King,FWD,25,22,48.7,1071,59.3,57,285,10.23,60,3&12,5.14,2.38,3.24,0.67,1.43,0.52,2.95,0.86,0,4,4,56,46.54,OS,52.99,WCE,1,0,92,14,0,0,0
Logan Morris,FWD,20,22,57.7,1269,48.3,53.2,309,7.01,60,2&15,6.9,3,4.33,1.81,1.05,0.71,2.29,0.86,0,4,6,56,48.38,GMHBA,47.58,FRE,12,0,103,19,0,0,0
Nathan O'Driscoll,MID,23,13,64.4,837,36,39,386,5.97,59.91,0&14,9,7.15,3.15,3.23,0.69,0.62,0.23,0.46,0,3,3,61,52.2,CGOM,54,HAW,9,0,99,20,0,0,0
Reuben Ginbey,DEF,21,23,55.1,1268,54,55.6,387,6.49,59.87,0&15,9,4.95,3.64,2.73,1.18,0.77,0,0,0.05,3,2,73,54.59,MRVL,57.42,GC,1,0,85,30,0,0,0
Riley Hardeman,DEF,21,17,48.1,817,49,49.2,388,3.63,59.87,0&12,8.65,4.35,3.29,0.94,0.65,0.29,0,0,0,3,4,48,46.48,SCG,54.4,COL,18,0,106,8,0,0,0
Caleb Windsor,DEF,20,17,53.9,916,55.7,46.4,214,25.29,59.87,0&16,9,5.24,3,1.71,0.53,0.29,0.12,0.24,0,4,4,60,59.48,OS,53,WCE,9,0,88,6,0,0,0
Sam Powell-Pepper,FWD,28,16,64.2,1027,64,61.8,389,3.69,59.78,0&12,7.38,7.25,3.88,2.75,1,1.31,1.13,1.13,0,4,5,65,68.1,TP,70.77,NM,1&17,0,93,27,0,0,0
Nick Coffield,DEF,26,4,55,220,48.7,55,390,2.75,59.65,3&16,7.75,5,6.75,1,0.5,1,0,0,0,0,0,57,59.17,TP,63.47,CAR,10&23,0,74,40,0,0,0
Mitch Knevitt,MID,23,7,51.9,363,38.3,36,391,2.91,59.65,2&16,6.17,7.33,2.83,4.33,0.5,0.17,0.17,0.5,0,2,2,41,51,CGOM,50.89,FRE,1&15,0,103,12,0,0,0
Tom Gross,MID/FWD,19,8,34.9,279,22.7,26.8,392,2.7,59.61,0&15,4.5,4.25,2.38,1.75,0.75,1,0.13,0.25,0,2,3,25,27.05,ES,0,CAR,16,0,72,5,0,0,0
Dane Rampe,DEF,35,21,55.5,1166,60.7,65.4,394,2.65,59.57,3&15,9.55,4.5,4.55,2.35,0.45,0.95,0,0,0,2,3,61,65.33,PFS,65.63,GC,5,0,102,6,0,0,0
Lachie Weller,MID,30,16,52.3,837,46,51,294,3.69,59.52,3&12,7.8,7.93,2.4,2.2,0.4,0.47,0.2,0.33,0,3,1,65,71.21,NOR,70.87,NM,11,0,82,5,0,0,0
Darcy Fogarty,FWD,26,22,59.3,1305,65.3,64,319,6.44,59.52,0&12,8.19,3.52,5.1,1.24,0.67,0.86,1.9,0.76,0,3,3,70,54.5,NS,51.81,ESS,21,0,82,24,0,0,0
Tyler Sonsie,MID/FWD,23,16,57.6,922,58.7,66.6,395,6.28,59.48,0&13,8.87,7.4,4.07,1.8,0.47,0.53,0.2,0.6,0,2,2,58,57.65,ES,41.75,COL,16,0,111,28,0,0,0
Xavier O'Halloran,MID,25,22,57.5,1265,71.7,63.8,396,5.45,59.43,4&13,9,6.62,2.52,3,0.52,0.95,0.38,0.48,0,4,4,58,52.6,NOR,48.33,NM,7,0,107,19,0,0,0
Charlie Cameron,FWD,31,21,53.3,1119,53.3,51,397,7.63,59.39,2&15,7.7,2.25,3.75,2.25,0.7,0.6,1.3,1.4,0,2,2,71,61.09,CGOM,57.75,FRE,12,0,81,17,0,0,0
Jake Riccardi,RUC/FWD,26,19,68.2,1295,57.3,60.4,223,26.12,59.22,4&13,7.83,5.28,4.28,3.33,0.89,1.56,1.22,0.67,7.5,3,3,66,61.64,UTAS,61.74,HAW,16,0,108,22,0,0,0
Heath Chapman,DEF,24,22,53.6,1179,44,41.4,398,4,59.04,0&14,8.76,4.57,4.52,2.29,0.71,0.9,0,0,0,3,4,63,47.54,BP,62.56,RIC,3,0,103,15,0,0,0
Eric Hipwood,FWD,28,22,54.9,1207,57,57,400,2.96,59,2&15,7.68,2.82,4.86,1.45,1.09,1.09,1.14,0.82,0.32,4,4,64,50.09,NOR,55.99,WB,-,0,86,23,0,0,0
Liam Ryan,FWD,29,20,57.1,1142,67,58.4,438,4.52,58.96,4&16,8.47,3.37,3.63,2.37,1.05,0.53,1.16,1.16,0,3,1,74,54.15,SCG,57.79,BL,3,0,88,34,0,0,0
Aaron Cadman,FWD,21,23,59.4,1367,63,64,317,9.09,58.96,4&13,7.59,2.59,5.05,1.82,1.09,0.77,2,1,0,4,4,62,45.03,G,41.95,NM,7,0,122,20,0,0,0
Finn O’Sullivan,DEF/MID,19,22,53.7,1182,69,68.2,244,16.98,58.96,0&12,8.57,6.43,4.19,1.71,0.38,0.86,0.05,0.19,0,3,3,69,51.6,SCG,48.1,SYD,9&24,0,82,22,0,0,0
Aliir Aliir,DEF,31,22,57,1253,73.7,67.6,399,3.95,58.91,0&12,10.24,3.57,6.19,1.38,0.71,1.1,0.05,0,0,2,3,63,57.04,ES,58.75,FRE,19,0,118,22,0,0,0
Oscar Allen,FWD,26,12,49.8,597,42.7,53.4,303,9.76,58.87,2&15,6.75,2.08,3.33,2.42,1.17,0.67,1,0.42,0.08,1,1,65,47.18,NS,59.93,GC,13&23,0,70,27,0,0,0
Rhyan Mansell,FWD,25,20,58.4,1168,71.7,66.2,435,3.22,58.87,0&13,8.16,3.68,3.53,3.63,1.16,1.05,0.95,0.84,0,3,4,61,52.53,GMHBA,48.71,GEE,24,0,108,17,0,0,0
James Trezise,MID,23,16,46.4,743,51.7,55,440,2.28,58.83,0&13,6.07,7.73,2.73,1.8,0.47,0.47,0.2,0.2,0,5,4,57,43.08,PFS,52.05,BL,14,0,71,4,0,0,0
Archie Perkins,FWD,23,20,57.5,1150,66,56.6,439,4.36,58.78,0&15,7.74,7.16,3.05,2.37,0.58,0.63,0.89,0.32,0,3,3,65,63.31,G,63.16,HAW,1&20,0,89,26,0,0,0
Logan Evans,DEF,20,10,49.4,494,32,49.8,292,3.12,58.78,0&12,7.8,5.1,2.8,1.8,1.1,0.5,0.1,0,0,2,3,53,55.36,OS,60.5,RIC,4,0,108,17,0,0,0
Jake Stringer,FWD,31,14,53.5,749,59.3,66.2,436,4.31,58.65,4&13,7.29,3.36,2.79,1.57,0.79,0.93,1.79,1.57,0,2,1,70,60.39,UTAS,61.3,ESS,9&19,0,84,31,0,0,0
Jake Lever,DEF,29,8,52.3,418,52,48.4,437,2.65,58.65,0&16,6.75,5.25,5.63,1.63,0.75,0.88,0,0,0,1,1,54,56.28,CGOM,61.37,GWS,12,0,93,30,0,0,0
Samson Ryan,RUC,25,2,42,84,42,42,428,2.96,58.65,0&13,3,4.5,1,2,2,2,0,0,17,0,0,50,40.64,GMHBA,36.29,MEL,7&18,0,53,31,0,0,0
Mitch Lewis,FWD,27,6,45.5,273,41.3,49.2,431,3.17,58.61,3&14,6.6,3.4,4,2.6,1,1,1,0.4,1.2,2,1,58,53.75,OS,48.26,WB,5&13,0,76,10,0,0,0
Karl Worner,DEF,23,22,55.2,1215,52,59.4,442,2.54,58.57,0&14,8.14,6.24,4.14,2.33,0.57,0.52,0,0.19,0,2,3,70,48.32,BP,60.3,RIC,3,0,87,26,0,0,0
Mark Keane,DEF,25,23,54.8,1261,60,63.4,432,2.44,58.52,0&12,12,3.23,4.68,1.23,1.09,1.73,0,0,0,6,6,62,57.81,SCG,55.97,MEL,15,0,99,16,0,0,0
Will Hayward,FWD,27,21,55.8,1172,46.3,54.4,293,10.54,58.48,2&14,6.9,4.95,3.4,2.75,0.6,1,1.45,0.5,0,2,2,66,58.2,UTAS,60,NM,4,0,95,16,0,0,0
Joe Richards,FWD,26,22,65.3,1436,49.3,52.2,295,7.63,58.39,0&12,8.1,7.86,3.52,3.38,0.57,0.43,0.71,0.71,0,3,2,70,63.96,CGOM,69.1,WCE,3&13,0,123,39,0,0,0
Campbell Chesser,MID,22,4,64.5,258,62.7,64.5,289,5.92,58.35,2&14,12.67,9.67,4.33,3,1,0.67,0.67,0.67,0,0,1,63,37.47,G,43.8,BL,9&21,0,80,38,0,0,0
Mitch Owens,FWD,22,19,60.4,1147,46.3,49,406,6.8,58.3,4&16,7.42,5.47,3.42,1.84,1.95,0.95,1.32,0.84,1.68,2,3,68,58.8,SCG,55.54,GC,9&24,0,109,30,0,0,0
Nathan Broad,DEF,32,22,60.9,1339,50.7,56.6,444,3.58,58.26,0&13,10.05,4.67,6.14,1.62,0.52,0.38,0,0,0,2,1,72,64.2,BP,58.54,ADE,9&22,0,95,18,0,0,0
Jai Culley,MID,23,4,59.8,239,53.7,59.8,419,6.33,58.26,0&16,8.33,9.67,4.67,3.67,1.67,0.33,1,0,0,0,0,56,51.62,GMHBA,42.5,WCE,9,0,78,40,0,0,0
Will Lorenz,MID,21,6,47.3,284,57.7,47,457,2.08,58.26,0&12,6.67,5,1.83,2.33,0.83,0.17,0.33,0.17,0,1,1,46,28.75,GMHBA,15.5,GEE,7,0,72,6,0,0,0
