"Action","Position","Player","Club","Relative Value","RV_info","vs. Next Pick","VNP_info","WaiverStr","WS_info","max_ws","PS_info","Av.25","Projected","ADP","Risk","DPP","ID_AFLFAN","Coach_name","position.field","pick","Coach_pick","B23","Gm.25","Notes"
"✓       ✕","Def","Steven May","MEL","-20.8","Def: -20.8  Flex: -27.1  No Inj. Adjustment.","-45.7","","28.7","","-10.9","","72.1","58.3","234","High","No","281085","","","","","?","16","Role: Club has tried to trade May. They may reduce his games and TOG. Curently has off field issues. Late Punt at best."
"✓       ✕","Mid","Mitch Knevitt","GEE","-20.9","Mid: -20.9  Flex: -26.9  No Inj. Adjustment.","-55.6","","24.7","","-6.9","G1: 60 Official: 48","51.9","58.5","391","High","No","1021103","","","","","✔","7",""
"✓       ✕","Fwd","Shane McAdam","MEL","-20.9","Fwd: -20.9  Flex: -36.3  No Inj. Adjustment.","-59.8","","45","","-27.2","","","49.1","663","High","No","298470","","","","","","",""
"✓       ✕","Def","Sam Wicks","SYD","-21","Def: -21  Flex: -27.3  No Inj. Adjustment.","-45.9","","29","","-11.2","G1: 20 Official: 71","56","58.1","423","Medium","No","1006232","","","","","✔","21",""
"✓       ✕","Fwd","Jye Amiss","FRE","-21.1","Fwd: -21.1  Flex: -36.5  No Inj. Adjustment.","-60","","45.3","","-27.5","G1: 72","40.1","48.9","527","Low","No","1020594","","","","","✔","24",""
"✓       ✕","Def","Max Michalanney","ADE","-21.2","Def: -21.2  Flex: -27.5  No Inj. Adjustment.","-46.1","","29.2","","-11.4","G1: 33","55.6","57.9","287","Low","No","1015370","","","","","✔","21",""
"✓       ✕","Mid","Isaac Cumming","ADE","-21.3","Mid: -21.3  Flex: -27.3  No Inj. Adjustment.","-56","","25","","-7.2","","60.5","58.1","337","Low","No","1001396","","","","","✔","24",""
"✓       ✕","Fwd","Jack Martin","GEE","-21.3","Fwd: -21.3  Flex: -36.7  No Inj. Adjustment.","-60.2","","45.6","","-27.8","Official: 71","64.8","48.7","272","High","No","296190","","","","","?","13","Role: Played off half back through parts of 2025. Could be a Punt with FWD status."
"✓       ✕","Def","Isaac Quaynor","COL","-21.4","Def: -21.4  Flex: -27.7  No Inj. Adjustment.","-46.3","","29.5","","-11.7","","60.1","57.7","288","Medium","No","1008089","","","","","✔","25","Interrupted pre-season: Hamstring."
"✓       ✕","Def","Daniel Turner","MEL","-21.4","Def: -21.4  Flex: -27.7  No Inj. Adjustment.","-46.3","","29.5","","-11.7","G1: 70 Official: 26","58.2","57.7","548","Medium","No","1020959","","","","","✔","19",""
"✓       ✕","DefMid","Angus Clarke","ESS","-21.4","Def: -21.4  Mid: -21.7  Flex: -27.7  No Inj. Adjustment.","-46.3","Def: -46.3  Mid: -56.4","25.3","Mid: 25.3  Def: 29.5","-7.5","G1: 71","62.2","57.7","271","Medium","Yes","1027284","","","","","✔","14",""
"✓       ✕","Def","Mark O'Connor","GEE","-21.6","Def: -21.6  Flex: -27.9  No Inj. Adjustment.","-46.5","","29.7","","-11.9","G1: 82 Official: 51","60.5","57.5","449","Low","No","1007102","","","","","✔","25","May miss games coming back from Ireland."
"✓       ✕","Ruck","Dante Visentini","PTA","-21.7","Ruck: -21.7  Flex: -21.7  No Inj. Adjustment.","-46.8","","1.1","","16.7","G1: 61","53.9","63.7","256","High","No","1017128","","","","","?","8","Handcuff/Role: Most likely #1 Ruck. Still uncertain, Handcuff to Sweet."
"✓       ✕","Fwd","Max Ramsden","HAW","-21.7","Fwd: -21.7  Flex: -37.1  No Inj. Adjustment.","-60.6","","46.1","","-28.3","G1: 12","53.2","48.3","526","High","No","1027965","","","","","","4",""
"✓       ✕","Mid","Hunter Clark","STK","-21.8","Mid: -21.8  Flex: -27.8  No Inj. Adjustment.","-56.5","","25.4","","-7.6","","61.4","57.6","218","Medium","No","1002264","","","","","?","13","Flag: Not named in GC PS game. Either not fit or may no longer be best 23."
"✓       ✕","Fwd","Oliver Henry","GEE","-21.9","Fwd: -21.9  Flex: -37.3  No Inj. Adjustment.","-60.8","","46.4","","-28.6","G1: 70 Official: 45","41","48.1","471","Medium","No","1012860","","","","","✔","15",""
"✓       ✕","Def","Jake Lever","MEL","-21.9","Def: -21.9  Flex: -28.2  No Inj. Adjustment.","-46.8","","30.1","","-12.3","G1: 52 Official: 20","52.2","57.2","437","Medium","No","298281","","","","","✔","8",""
"✓       ✕","Def","Jack Silvagni","STK","-22.2","Def: -22.2  Flex: -28.5  No Inj. Adjustment.","-47.1","","30.4","","-12.6","G1: 13","64.8","56.9","404","High","No","1001028","","","","","✔","13","Interrupted pre-season: Groin."
"✓       ✕","Mid","James Harmes","WBD","-22.2","Mid: -22.2  Flex: -28.2  No Inj. Adjustment.","-56.9","","25.7","","-7.9","","66.8","57.2","326","High","No","297899","","","","","","13","Retired."
"✓       ✕","Fwd","Max King","STK","-22.3","Fwd: -22.3  Flex: -41  Susp. or Inj. Adjust: -8.9","-57.2","","41.4","","-23.6","","","51.7","385","High","No","1006143","","","","","✔","","Injury: Knee and then calf strain. Will likely miss weeks."
"✓       ✕","Fwd","Cooper Trembath","NTH","-22.3","Fwd: -22.3  Flex: -37.7  No Inj. Adjustment.","-61.2","","47","","-29.2","","60.3","47.7","502","Medium","No","1031988","","","","","","3",""
"✓       ✕","Fwd","Francis Evans","CAR","-22.6","Fwd: -22.6  Flex: -38  No Inj. Adjustment.","-61.5","","47.4","","-29.6","Official: 84","58.7","47.4","307","High","No","1017255","","","","","?","10",""
"✓       ✕","Def","Toby Pink","NTH","-22.7","Def: -22.7  Flex: -29  No Inj. Adjustment.","-47.6","","31","","-13.2","G1: 19","47.3","56.4","680","Medium","No","1002138","","","","","✔","17",""
"✓       ✕","Def","Ben Miller","RIC","-22.7","Def: -22.7  Flex: -29  No Inj. Adjustment.","-47.6","","31","","-13.2","G1: 123 Official: 23","57.8","56.4","414","Low","No","1002403","","","","","✔","23",""
"✓       ✕","Ruck","Toby Conway","GEE","-22.7","Ruck: -22.7  Flex: -22.7  No Inj. Adjustment.","-47.8","","1.1","","16.7","","","62.7","246","High","No","1017063","","","","","?","","Interrupted pre-season: Foot."
"✓       ✕","Def","Riley Bice","SYD","-22.9","Def: -22.9  Flex: -29.2  No Inj. Adjustment.","-47.8","","31.3","","-13.5","G1: 50 Official: 69","56.7","56.2","265","Medium","No","1008224","","","","","?","16","Role: Got distributor and defender time. Could be best 22. Monitor pre-season."
"✓       ✕","Def","Mac Andrew","GCS","-22.9","Def: -22.9  Flex: -29.2  No Inj. Adjustment.","-47.8","","31.3","","-13.5","G1: 67 Official: 46","56.2","56.2","420","Low","No","1017396","","","","","✔","24",""
"✓       ✕","Def","Luke Trainor","RIC","-22.9","Def: -22.9  Flex: -29.2  No Inj. Adjustment.","-47.8","","31.3","","-13.5","G1: 40 Official: 10","52.5","56.2","546","Medium","No","1028521","","","","","✔","22",""
"✓       ✕","RuckFwd","Cooper Duff-Tytler","WCE","-22.9","Ruck: -38.3  Fwd: -22.9  Flex: -38.3  No Inj. Adjustment.","-61.8","Ruck: -63.4  Fwd: -61.8","1.9","Fwd: 47.8  Ruck: 1.9","15.9","G1: 37","","47.1","217","High","Yes","1028725","","","","","✔","","Role: Early 2024 Draft pick. Will split time between Key FWD and Ruck."
"✓       ✕","RuckFwd","Max Heath","MEL","-23","Ruck: -38.4  Fwd: -23  Flex: -38.4  No Inj. Adjustment.","-61.9","Ruck: -63.5  Fwd: -61.9","1.9","Fwd: 47.9  Ruck: 1.9","15.9","G1: 66","43.8","47","441","High","Yes","1015886","","","","","","4",""
"✓       ✕","Fwd","Max Gruzewski","GWS","-23.1","Fwd: -23.1  Flex: -38.5  No Inj. Adjustment.","-62","","48.1","","-30.3","G1: 45 Official: 58","37.9","46.9","531","High","No","1027921","","","","","✔","7",""
"✓       ✕","Def","Matthew Carroll","CAR","-23.1","Def: -23.1  Flex: -30.2  Susp. or Inj. Adjust: -3.9","-45.3","","28.3","","-10.5","","49.5","58.7","555","High","No","1027964","","","","","✔","17","Injury: Hamstring, interrupted pre-season with foot"
"✓       ✕","Def","Dane Rampe","SYD","-23.1","Def: -23.1  Flex: -29.4  No Inj. Adjustment.","-48","","31.5","","-13.7","G1: 41 Official: 53","55.5","56","394","High","No","290307","","","","","?","21",""
"✓       ✕","Fwd","Matthew Owies","WCE","-23.3","Fwd: -23.3  Flex: -38.7  No Inj. Adjustment.","-62.2","","48.3","","-30.5","","43.9","46.7","721","Low","No","1013973","","","","","✔","16",""
"✓       ✕","Def","Changkuoth Jiath","MEL","-23.3","Def: -23.3  Flex: -29.6  No Inj. Adjustment.","-48.2","","31.8","","-14","G1: 24 Official: 51","48.1","55.8","318","Low","No","998390","","","","","✔","20","Role: Trade to Melbourne for more game time. Bowey out could see more ball. Punt"
"✓       ✕","Def","Tom McCartin","SYD","-23.4","Def: -23.4  Flex: -29.7  No Inj. Adjustment.","-48.3","","31.9","","-14.1","G1: 74 Official: 32","55.9","55.7","482","Medium","No","1008198","","","","","✔","20",""
"✓       ✕","Def","Aliir Aliir","PTA","-23.5","Def: -23.5  Flex: -29.8  No Inj. Adjustment.","-48.4","","32","","-14.2","G1: 47","57","55.6","399","Low","No","294469","","","","","✔","22",""
"✓       ✕","Fwd","Isaiah Dudley","FRE","-23.6","Fwd: -23.6  Flex: -39  No Inj. Adjustment.","-62.5","","48.7","","-30.9","","37.1","46.4","600","Medium","No","1011558","","","","","✔","16",""
"✓       ✕","Mid","Elijah Tsatas","ESS","-24.1","Mid: -24.1  Flex: -30.1  No Inj. Adjustment.","-58.8","","27","","-9.2","","49.8","55.3","330","High","No","1023785","","","","","?","5","Flag: Likely to get moved outside of the midfield unless injuries to main 4 mids."
"✓       ✕","Fwd","Ty Gallop","BRL","-24.1","Fwd: -24.1  Flex: -39.5  No Inj. Adjustment.","-63","","49.4","","-31.6","G1: 39 Official: 45","44.8","45.9","540","High","No","1034411","","","","","?","6",""
"✓       ✕","Mid","Harry Schoenberg","WCE","-24.6","Mid: -24.6  Flex: -30.6  No Inj. Adjustment.","-59.3","","27.4","","-9.6","G1: 43","23","54.8","467","Medium","No","1008543","","","","","✔","1","Role: Inside mid, looks like he is best 23. Punt."
"✓       ✕","Mid","Campbell Chesser","CAR","-24.6","Mid: -24.6  Flex: -30.6  No Inj. Adjustment.","-59.3","","27.4","","-9.6","G1: 20 Official: 66","64.5","54.8","290","Medium","No","1017057","","","","","?","4",""
"✓       ✕","Fwd","Cooper Harvey","NTH","-24.6","Fwd: -24.6  Flex: -40  No Inj. Adjustment.","-63.5","","50.1","","-32.3","G1: 43","46.3","45.4","626","High","No","1020979","","","","","?","7","Role: Training in defence."
"✓       ✕","Def","Darcy Gardiner","BRL","-24.6","Def: -24.6  Flex: -30.9  No Inj. Adjustment.","-49.5","","33.3","","-15.5","G1: 32 Official: 47","46.7","54.5","569","High","No","296269","","","","","✔","18",""
"✓       ✕","Def","Jayden Laverde","GWS","-24.6","Def: -24.6  Flex: -30.9  No Inj. Adjustment.","-49.5","","33.3","","-15.5","G1: 55 Official: 76","65.6","54.5","367","Medium","No","298280","","","","","","14",""
"✓       ✕","Fwd","Jack Henderson","MEL","-24.7","Fwd: -24.7  Flex: -40.1  No Inj. Adjustment.","-63.6","","50.2","","-32.4","","41.4","45.3","693","High","No","1008183","","","","","","5",""
"✓       ✕","Fwd","Ashton Moir","CAR","-24.7","Fwd: -24.7  Flex: -40.1  No Inj. Adjustment.","-63.6","","50.2","","-32.4","G1: 37 Official: 24","41.9","45.3","682","High","No","1020097","","","","","","9",""
"✓       ✕","Fwd","Taylor Walker","ADE","-24.7","Fwd: -24.7  Flex: -40.1  No Inj. Adjustment.","-63.6","","50.2","","-32.4","G1: 79","61.7","45.3","380","Medium","No","280506","","","","","?","23","Role: Likely to be used less due to age."
"✓       ✕","Fwd","Conor McKenna","BRL","-24.7","Fwd: -24.7  Flex: -40.1  No Inj. Adjustment.","-63.6","","50.2","","-32.4","G1: 68 Official: 21","26","45.3","477","Medium","No","997846","","","","","?","5",""
"✓       ✕","Def","Jaxon Prior","ESS","-24.8","Def: -24.8  Flex: -31.1  No Inj. Adjustment.","-49.7","","33.6","","-15.8","G1: 33","62.5","54.3","358","Medium","No","1009386","","","","","?","23",""
"✓       ✕","Fwd","Jordan Croft","WBD","-24.9","Fwd: -24.9  Flex: -40.3  No Inj. Adjustment.","-63.8","","50.5","","-32.7","G1: 43 Official: 58","60","45.1","535","Medium","No","1013996","","","","","","2",""
"✓       ✕","Fwd","Corey Durdin","PTA","-25.2","Fwd: -25.2  Flex: -40.6  No Inj. Adjustment.","-64.1","","50.9","","-33.1","G1: 17","40.5","44.8","729","High","No","1008510","","","","","✔","16",""
"✓       ✕","Def","Jeremy Howe","COL","-25.3","Def: -25.3  Flex: -32.2  Susp. or Inj. Adjust: -2.8","-48.2","","31.8","","-14","","51.5","55.8","284","High","No","291313","","","","","✔","19","Injury: Calf strain. Done it twice in the pre-season."
"✓       ✕","Def","Ryan Byrnes","STK","-25.6","Def: -25.6  Flex: -31.9  No Inj. Adjustment.","-50.5","","34.6","","-16.8","G1: 90","67.1","53.5","280","Low","No","1011994","","","","","","17",""
"✓       ✕","RuckFwd","Mason Cox","FRE","-25.7","Ruck: -41.1  Fwd: -25.7  Flex: -41.1  No Inj. Adjustment.","-64.6","Ruck: -66.2  Fwd: -64.6","2","Fwd: 51.5  Ruck: 2.0","15.8","G1: 43","43.2","44.3","421","High","Yes","998647","","","","","","10","Traded to freo, back up ruck."
"✓       ✕","Def","Billy Wilson","CAR","-25.8","Def: -25.8  Flex: -32.1  No Inj. Adjustment.","-50.7","","34.8","","-17","G1: 27","49","53.3","683","High","No","1027678","","","","","","4",""
"✓       ✕","Def","Ryan Lester","BRL","-25.8","Def: -25.8  Flex: -32.1  No Inj. Adjustment.","-50.7","","34.8","","-17","G1: 32","57.8","53.3","376","Medium","No","291548","","","","","","26",""
"✓       ✕","Mid","Mani Liddy","PTA","-25.9","Mid: -25.9  Flex: -31.9  No Inj. Adjustment.","-60.6","","28.2","","-10.4","","58.7","53.5","285","High","No","1008649","","","","","?","9",""
"✓       ✕","Fwd","Ollie Lord","PTA","-25.9","Fwd: -25.9  Flex: -41.3  No Inj. Adjustment.","-64.8","","51.8","","-34","G1: 13","29.4","44.1","615","Medium","No","1012881","","","","","✔","15",""
"✓       ✕","Ruck","Rhys Stanley","GEE","-25.9","Ruck: -25.9  Flex: -25.9  No Inj. Adjustment.","-51","","1.3","","16.5","","62.8","59.5","261","High","No","280317","","","","","?","19",""
"✓       ✕","Mid","Jack Bowes","GEE","-26","Mid: -26  Flex: -32  No Inj. Adjustment.","-60.7","","28.3","","-10.5","G1: 48","58.9","53.4","353","Low","No","998260","","","","","","21",""
"✓       ✕","Def","Dougal Howard","STK","-26.1","Def: -26.1  Flex: -32.4  No Inj. Adjustment.","-51","","35.2","","-17.4","","57.3","53","554","High","No","993480","","","","","✔","3",""
"✓       ✕","Def","Logan Evans","PTA","-26.2","Def: -26.2  Flex: -32.5  No Inj. Adjustment.","-51.1","","35.3","","-17.5","G1: 93","49.4","52.9","293","Medium","No","1019938","","","","","✔","10",""
"✓       ✕","Fwd","Flynn Young","CAR","-26.4","Fwd: -26.4  Flex: -41.8  No Inj. Adjustment.","-65.3","","52.4","","-34.6","","45.6","43.6","631","High","No","1020877","","","","","","8",""
"✓       ✕","Def","Rory Lobb","WBD","-26.4","Def: -26.4  Flex: -32.7  No Inj. Adjustment.","-51.3","","35.5","","-17.7","Official: 67","55.1","52.7","484","Medium","No","990740","","","","","✔","23",""
"✓       ✕","MidFwd","Harrison Jones","ESS","-26.6","Mid: -36  Fwd: -26.6  Flex: -42  No Inj. Adjustment.","-65.5","Mid: -70.7  Fwd: -65.5","34.5","Mid: 34.5  Fwd: 52.7","-16.7","","50","43.4","582","Medium","Yes","1011755","","","","","?","7",""
"✓       ✕","MidFwd","Arthur Jones","WBD","-26.6","Mid: -36  Fwd: -26.6  Flex: -42  No Inj. Adjustment.","-65.5","Mid: -70.7  Fwd: -65.5","34.5","Mid: 34.5  Fwd: 52.7","-16.7","G1: 85 Official: 58","20","43.4","617","High","Yes","1020586","","","","","✔","4",""
"✓       ✕","Def","Tom Barrass","HAW","-26.8","Def: -26.8  Flex: -33.4  Susp. or Inj. Adjust: -1.5","-50.6","","34.7","","-16.9","","39.8","53.4","618","Medium","No","990290","","","","","✔","25","Injury: Back. Likely plays early. Return TBA."
"✓       ✕","Def","Sam Collins","GCS","-26.9","Def: -26.9  Flex: -33.2  No Inj. Adjustment.","-51.8","","36.1","","-18.3","Official: 53","51.8","52.2","564","Low","No","295446","","","","","✔","22",""
"✓       ✕","Def","Blake Howes","MEL","-27","Def: -27  Flex: -33.3  No Inj. Adjustment.","-51.9","","36.3","","-18.5","G1: 69 Official: 43","43.8","52.1","573","Medium","No","1017122","","","","","✔","12",""
"✓       ✕","Def","Lewis Melican","SYD","-27","Def: -27  Flex: -33.3  No Inj. Adjustment.","-51.9","","36.3","","-18.5","G1: 31 Official: 45","46","52.1","837","Medium","No","996743","","","","","✔","17",""
"✓       ✕","Mid","Jack Hutchinson","WCE","-27.1","Mid: -27.1  Flex: -33.1  No Inj. Adjustment.","-61.8","","29.1","","-11.3","","58.5","52.3","384","High","No","1036098","","","","","","16",""
"✓       ✕","Mid","Lachie Weller","GCS","-27.1","Mid: -27.1  Flex: -33.1  No Inj. Adjustment.","-61.8","","29.1","","-11.3","G1: 31 Official: 55","54.2","52.3","295","Medium","No","298524","","","","","?","19",""
"✓       ✕","Mid","Sam Marshall","BRL","-27.2","Mid: -27.2  Flex: -33.2  No Inj. Adjustment.","-61.9","","29.1","","-11.3","G1: 37 Official: 19","41.4","52.2","453","High","No","1028520","","","","","?","11",""
"✓       ✕","Def","Connor O'Sullivan","GEE","-27.3","Def: -27.3  Flex: -33.6  No Inj. Adjustment.","-52.2","","36.6","","-18.8","G1: 54 Official: 39","55.8","51.8","324","Low","No","1027877","","","","","✔","25",""
"✓       ✕","Def","Brandon Zerk-Thatcher","PTA","-27.4","Def: -27.4  Flex: -33.7  No Inj. Adjustment.","-52.3","","36.7","","-18.9","","47.3","51.7","562","Medium","No","1004034","","","","","✔","13",""
"✓       ✕","Def","Noah Answerth","BRL","-27.4","Def: -27.4  Flex: -34.7  Susp. or Inj. Adjust: -6","-48.2","","31.8","","-14","","57.9","55.8","370","Medium","No","1005053","","","","","","17","Interrupted pre-season: Achilles."
"✓       ✕","Def","Tom Brown","RIC","-27.4","Def: -27.4  Flex: -33.7  No Inj. Adjustment.","-52.3","","36.7","","-18.9","G1: 62 Official: 25","57.1","51.7","469","Low","No","1017086","","","","","","23",""
"✓       ✕","Def","Reuben Ginbey","WCE","-27.4","Def: -27.4  Flex: -33.7  No Inj. Adjustment.","-52.3","","36.7","","-18.9","","55.1","51.7","387","Low","No","1023025","","","","","✔","23","Role: Playing as a defender, no inside mid time. They will look to use him by foot."
"✓       ✕","Fwd","Hudson O'Keeffe","CAR","-27.4","Fwd: -27.4  Flex: -42.8  No Inj. Adjustment.","-66.3","","53.7","","-35.9","G1: 0","38.4","42.6","305","High","No","1023489","","","","","","5",""
"✓       ✕","Def","Sam Taylor","GWS","-27.5","Def: -27.5  Flex: -35.2  Susp. or Inj. Adjust: -7.6","-47.5","","30.9","","-13.1","","60.9","56.5","393","High","No","1005247","","","","","✔","20","Injury: Hamstring in SoO. Return TBA Rd 5?"
"✓       ✕","Def","Karl Worner","FRE","-27.6","Def: -27.6  Flex: -33.9  No Inj. Adjustment.","-52.5","","37","","-19.2","G1: 43","55.3","51.5","442","Medium","No","1021015","","","","","","23",""
"✓       ✕","RuckFwd","Kalani White","MEL","-27.6","Ruck: -43  Fwd: -27.6  Flex: -43  No Inj. Adjustment.","-66.5","Ruck: -68.1  Fwd: -66.5","2.1","Fwd: 54.0  Ruck: 2.1","15.7","","","42.4","170","High","Yes","1033572","","","","","","","Injury: Glandular fever."
"✓       ✕","Fwd","Malcolm Rosas","SYD","-27.8","Fwd: -27.8  Flex: -43.2  No Inj. Adjustment.","-66.7","","54.2","","-36.4","G1: 47 Official: 26","26.8","42.2","446","High","No","1005986","","","","","","4",""
"✓       ✕","Def","Josh Sinn","PTA","-28.1","Def: -28.1  Flex: -34.4  No Inj. Adjustment.","-53","","37.6","","-19.8","G1: 2","45.4","51","408","Medium","No","1017078","","","","","✔","20",""
"✓       ✕","Mid","Luke Nankervis","ADE","-28.1","Mid: -28.1  Flex: -34.1  No Inj. Adjustment.","-62.8","","29.7","","-11.9","G1: 23","45.1","51.3","379","Medium","No","1021031","","","","","","7",""
"✓       ✕","Def","Tom Doedee","BRL","-28.2","Def: -28.2  Flex: -34.5  No Inj. Adjustment.","-53.1","","37.7","","-19.9","","47","50.9","454","High","No","1000932","","","","","","1","Interrupted pre-season: Wrist"
"✓       ✕","Fwd","Maurice Rioli","RIC","-28.2","Fwd: -28.2  Flex: -43.6  No Inj. Adjustment.","-67.1","","54.7","","-36.9","Official: 36","41.5","41.8","325","High","No","1009551","","","","","","13",""
"✓       ✕","Fwd","Harvey Harrison","COL","-28.3","Fwd: -28.3  Flex: -43.7  No Inj. Adjustment.","-67.2","","54.8","","-37","G1: 28","","41.7","316","Medium","No","1015332","","","","","","",""
"✓       ✕","Fwd","Jack Williams","WCE","-28.4","Fwd: -28.4  Flex: -43.8  No Inj. Adjustment.","-67.3","","55","","-37.2","","46.2","41.6","528","Medium","No","1020371","","","","","","13",""
"✓       ✕","Fwd","Jack Buller","COL","-28.6","Fwd: -28.6  Flex: -44  No Inj. Adjustment.","-67.5","","55.2","","-37.4","G1: 15","47.2","41.4","537","High","No","1009392","","","","","?","9",""
"✓       ✕","Fwd","Henry Smith","BRL","-28.6","Fwd: -28.6  Flex: -44  No Inj. Adjustment.","-67.5","","55.2","","-37.4","","42","41.4","533","High","No","1016189","","","","","","2",""
"✓       ✕","Def","James O'Donnell","WBD","-28.7","Def: -28.7  Flex: -35  No Inj. Adjustment.","-53.6","","38.3","","-20.5","G1: 32 Official: 28","45.8","50.4","774","Low","No","1032966","","","","","✔","22",""
"✓       ✕","MidFwd","Finlay Macrae","WCE","-28.9","Mid: -38.3  Fwd: -28.9  Flex: -44.3  No Inj. Adjustment.","-67.8","Mid: -73  Fwd: -67.8","35.7","Mid: 35.7  Fwd: 55.6","-17.9","","","41.1","311","Medium","Yes","1012828","","","","","","","Unlikely best 23. Could be a late punt if plays PS games."
"✓       ✕","Fwd","Jy Farrar","GCS","-28.9","Fwd: -28.9  Flex: -44.3  No Inj. Adjustment.","-67.8","","55.6","","-37.8","G1: 9 Official: 5","55","41.1","590","High","No","999715","","","","","","8",""
"✓       ✕","Mid","Saad El-Hawli","ESS","-29.1","Mid: -29.1  Flex: -35.1  No Inj. Adjustment.","-63.8","","30.4","","-12.6","G1: 62","44.2","50.3","365","High","No","1015919","","","","","","9",""
"✓       ✕","Def","Brennan Cox","FRE","-29.1","Def: -29.1  Flex: -36.2  Susp. or Inj. Adjust: -4.7","-50.6","","34.7","","-16.9","G1: 22","44","53.4","571","Medium","No","997033","","","","","✔","24","Injury: Calf, TBA availability. History of soft tissue injuries."
"✓       ✕","Def","Alixzander Tauru","STK","-29.2","Def: -29.2  Flex: -35.5  No Inj. Adjustment.","-54.1","","38.9","","-21.1","G1: 69","42.1","49.9","595","High","No","1030433","","","","","✔","10",""
"✓       ✕","Def","Alex Pearce","FRE","-29.2","Def: -29.2  Flex: -35.5  No Inj. Adjustment.","-54.1","","38.9","","-21.1","G1: 19","47","49.9","739","High","No","298409","","","","","✔","16","Interrupted pre-season: on the back of late 2025 injuries."
"✓       ✕","Fwd","Calsher Dear","HAW","-29.4","Fwd: -29.4  Flex: -44.8  No Inj. Adjustment.","-68.3","","56.2","","-38.4","G1: 30","40.8","40.6","297","Medium","No","1032100","","","","","?","9",""
"✓       ✕","Fwd","Jack Whitlock","PTA","-29.5","Fwd: -29.5  Flex: -44.9  No Inj. Adjustment.","-68.4","","56.3","","-38.5","G1: 47","42.8","40.5","538","High","No","1032053","","","","","","4",""
"✓       ✕","Def","Jack Henry","GEE","-29.8","Def: -29.8  Flex: -36.1  No Inj. Adjustment.","-54.7","","39.6","","-21.8","G1: 62 Official: 56","57.6","49.3","547","Low","No","1000937","","","","","✔","21",""
"✓       ✕","Fwd","Luke Pedlar","ADE","-30","Fwd: -30  Flex: -45.4  No Inj. Adjustment.","-68.9","","56.9","","-39.1","G1: 55","45","40","601","High","No","1012218","","","","","?","9",""
"✓       ✕","Def","Leek Aleer","GWS","-30.1","Def: -30.1  Flex: -36.4  No Inj. Adjustment.","-55","","40","","-22.2","","37.2","49","612","Medium","No","1008691","","","","","✔","13",""
"✓       ✕","Fwd","Steely Green","RIC","-30.1","Fwd: -30.1  Flex: -45.5  No Inj. Adjustment.","-69","","57","","-39.2","G1: 46 Official: 22","34.4","39.9","793","Medium","No","1023056","","","","","","19",""
"✓       ✕","Def","Darcy Moore","COL","-30.2","Def: -30.2  Flex: -36.5  No Inj. Adjustment.","-55.1","","40.1","","-22.3","","45.2","48.9","485","Medium","No","298288","","","","","✔","22","Interrupted pre-season: Calf."
"✓       ✕","Def","Griffin Logue","NTH","-30.2","Def: -30.2  Flex: -36.5  No Inj. Adjustment.","-55.1","","40.1","","-22.3","G1: 33","47.1","48.9","567","Medium","No","997933","","","","","?","16",""
"✓       ✕","Fwd","Zac Taylor","ADE","-30.3","Fwd: -30.3  Flex: -45.7  No Inj. Adjustment.","-69.2","","57.3","","-39.5","G1: 26","42.6","39.7","690","Medium","No","1017065","","","","","","17",""
"✓       ✕","Mid","Edward Allan","COL","-30.4","Mid: -30.4  Flex: -36.4  No Inj. Adjustment.","-65.1","","31.2","","-13.4","G1: 54","48.4","49","289","High","No","1022915","","","","","","13",""
"✓       ✕","Fwd","Archer May","ESS","-30.4","Fwd: -30.4  Flex: -45.8  No Inj. Adjustment.","-69.3","","57.4","","-39.6","G1: 19","51.3","39.6","525","High","No","1029084","","","","","?","7",""
"✓       ✕","Def","Jack Payne","BRL","-30.5","Def: -30.5  Flex: -39  Susp. or Inj. Adjust: -13.5","-47.5","","30.9","","-13.1","","54.2","56.5","480","High","No","1002347","","","","","✔","13","Injury: Knee, return TBA."
"✓       ✕","DefMid","Tyrell Dewar","WCE","-30.5","Def: -30.5  Mid: -30.8  Flex: -36.8  No Inj. Adjustment.","-55.4","Def: -55.4  Mid: -65.5","31.4","Mid: 31.4  Def: 40.4","-13.6","G1: -1","48","48.6","558","Medium","Yes","1023142","","","","","","16",""
"✓       ✕","Fwd","Toby Murray","ADE","-30.7","Fwd: -30.7  Flex: -46.1  No Inj. Adjustment.","-69.6","","57.8","","-40","G1: 28","","39.3","174","Medium","No","1020950","","","","","","",""
"✓       ✕","Fwd","Koltyn Tholstrup","MEL","-30.7","Fwd: -30.7  Flex: -46.1  No Inj. Adjustment.","-69.6","","57.8","","-40","G1: 52 Official: 16","33.8","39.3","625","High","No","1023640","","","","","","9",""
"✓       ✕","Def","Nick Coffield","WBD","-30.8","Def: -30.8  Flex: -37.1  No Inj. Adjustment.","-55.7","","40.8","","-23","G1: 39","55","48.3","390","High","No","1005717","","","","","","4",""
"✓       ✕","Def","Sam De Koning","GEE","-30.8","Def: -30.8  Flex: -37.1  No Inj. Adjustment.","-55.7","","40.8","","-23","G1: 38 Official: 23","56.3","48.3","417","Low","No","1009229","","","","","✔","23","Role: Likely down back, some talk of some ruck time again."
"✓       ✕","Fwd","Lachlan Gulbin","GCS","-30.8","Fwd: -30.8  Flex: -46.2  No Inj. Adjustment.","-69.7","","57.9","","-40.1","G1: 25 Official: 32","50","39.2","712","High","No","1029304","","","","","","1",""
